,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7
CEP,0.3243869174135634,2.3621263782152417,1.596261479593687,1.642081647484273,1.4586694996273593,1.8772327519384235,1.4671625578673952,506.4215779378955
DSCT,0.6250498001200411,0.042184391051588686,0.8970438833837147,1.650737281447136,1.1370987254123408,1.4881186677289173,1.3660657413878763,26.547624586072114
EB,1.2682067114688564,2.4939902455971135,1.1353008087034369,1.6983242663919398,1.1114300500810599,1.2229432360893577,1.2230014528498225,1.9822665806703668
RRL,0.2577883915837641,0.1494448361472561,0.30231756447947145,1.7710941219547833,0.3819097857007126,1.132984926734037,0.44754294634040304,10.306936748134353
