,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10
CEP,0.12954269315545167,0.3602517812129674,3.221996482870365,0.16551818096649507,18.225728959922474,3.990208614085739,3.0148995248442496,3.7799859234248876,3.1745617977575,53.946999968976826,9058.531191270251
DSCT,0.845424892283312,1.1465198541469162,0.08650094830670477,0.08933349823035597,6.51186854597208,5.5360180429393,3.2621296279655727,5.419333077373448,3.317164140801813,2.031958217313562,4810.651797023175
EB,0.6518606691667861,1.1354035003200549,0.3316551198068832,0.00880458051852312,13.708093999396517,3.1319592674992083,3.142259997994399,3.1220759897610644,3.1666787893875394,0.06250296587190296,177.71860743781025
RRL,0.9710016182528158,1.1563401143598906,0.5525995405733668,0.0532296134048903,12.741423116992568,5.107333040523783,3.6789271051913834,5.009662651675046,4.384912779020346,4.357724566166537,8161.931523541898
