,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7
CEP,0.24580916809128922,0.3243869174135634,2.3577019716309606,0.06885255255539877,0.007461005681311898,1.4586694996273593,418.0862838984316,506.4215779378955
DSCT,0.5119818007817677,0.6250498001200411,0.042192261118001076,0.00487522015210923,0.014217365563800547,1.1370987254123408,23.871355025031985,26.547624586072114
EB,0.5457209853312562,1.2682067114688564,2.941082375658385,2.6820893901085965,0.10843419418936677,1.1114300500810599,5.470024741760983,1.9822665806703668
RRL,0.32576911125856695,0.2577883915837641,0.3166409418249947,0.25640081408191806,0.02654035578801443,0.3819097857007126,9.63322130954374,10.306936748134353
