,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7
CEP,0.12954269315545167,0.6303201252399072,3.221996482870365,0.0,0.0040839058347046375,3.990208614085739,47.93686885674032,53.946999968976826
DSCT,0.845424892283312,1.2826091766254533,0.08600010005962569,0.0,0.007878907024860382,5.5360180429393,2.587373471637144,2.031958217313562
EB,0.6518606691667861,1.32346076517394,0.2930602522973833,0.0,0.06140417978167534,3.1319592674992083,0.17025497663197608,0.06250296587190296
RRL,0.9710016182528158,1.0498956099222672,0.5504965668202297,0.0,0.015579735860228539,5.107333040523783,4.201450477671305,4.357724566166537
