,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8
CEP,0.3360778997137052,2.3621263782152417,0.013030697962022764,1.596261479593687,1.6684275318189732,1.4586694996273593,1.4671625578673952,1.8535537262812982,506.4215779378955
DSCT,0.6520445220647051,0.042184391051588686,0.01087820622668022,0.8970438833837147,1.3630675853286902,1.1370987254123408,1.3660657413878763,1.6635900348109114,26.547624586072114
EB,0.5878471652454189,2.4939902455971135,0.12840305476838834,1.1353008087034369,1.306221746320337,1.1114300500810599,1.2230014528498225,1.3712568486125065,1.9822665806703668
RRL,0.2826977645960811,0.1494448361472561,0.03178431682171679,0.30231756447947145,1.1271402326820597,0.3819097857007126,0.44754294634040304,1.0020833218108862,10.306936748134353
