,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8
CEP,0.3602517812129674,3.221996482870365,0.004836880136281252,4.308491389660263,2.778614358555373,3.990208614085739,3.7799859234248876,3.081184814376996,53.946999968976826
DSCT,1.1465198541469162,0.08650094830670477,0.007497962564229965,5.655541651585789,4.414583314940045,5.5360180429393,5.419333077373448,4.486504916017568,2.031958217313562
EB,1.1354035003200549,0.3316551198068832,0.07295482978224754,3.1351692339631594,3.151688758357248,3.1319592674992083,3.1220759897610644,3.13711163061902,0.06250296587190296
RRL,1.1563401143598906,0.5525995405733668,0.01590273529291153,5.316621380104894,2.7601974172354105,5.107333040523783,5.009662651675046,2.0345294380728256,4.357724566166537
