,Feature_0,Feature_1,Feature_2
CEP,2.3621263782152417,1.4586694996273593,787.6827133591926
DSCT,0.042184391051588686,1.1370987254123408,38.89911189108332
EB,2.4939902455971135,1.1114300500810599,14.624533390989225
RRL,0.1494448361472561,0.3819097857007126,11.540752411011544
