,Feature_0,Feature_1,Feature_2
CEP,3.221996482870365,3.990208614085739,40.29618272449083
DSCT,0.08650094830670477,5.5360180429393,3.9269256054459625
EB,0.3316551198068832,3.1319592674992083,0.29163986946721876
RRL,0.5525995405733668,5.107333040523783,4.966867576393868
