,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
CEP,0.24580916809128922,0.3360778997137052,0.3243869174135634,2.3621263782152417,0.10801536550430804,2.3577019716309606,0.013030697962022764,1.6935226728337638,19388.284385556315,418.0862838984316
DSCT,0.5119818007817677,0.6520445220647051,0.6250498001200411,0.042184391051588686,0.06375023384508406,0.042192261118001076,0.01087820622668022,1.3966267737158558,458.7604644082061,23.871355025031985
EB,0.5457209853312562,0.5878471652454189,1.2682067114688564,2.4939902455971135,0.07271846495301124,2.941082375658385,0.12840305476838834,2.615730943052767,7.795775801213503,5.470024741760983
RRL,0.32576911125856695,0.2826977645960811,0.2577883915837641,0.1494448361472561,0.10212179735718772,0.3166409418249947,0.03178431682171679,0.5508344716200666,26.6830916689029,9.63322130954374
