feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
"(0, 1, 2, 3, 6, 9, 10, 11)",[0.95083911 0.93980017 0.9247847  0.93250952 0.9398165 ],0.9375499996264856,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'Harmonics_phase_2_z', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.011133322469172334,0.0086621031198693,0.00433105155993465
"(0, 1, 2, 3, 6, 7, 9, 10, 11)",[0.94542788 0.93840128 0.91922611 0.93443634 0.94147714],0.9357937498344479,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.011613881532437208,0.00903599439740252,0.00451799719870126
"(0, 1, 3, 4, 5, 6, 9, 10, 11)",[0.9469424  0.93574347 0.92616073 0.9375     0.93229208],0.9357277342618826,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'i-z', 'Period_band_i', 'Harmonics_phase_2_z', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.008759636812848234,0.006815295036642861,0.0034076475183214307
"(0, 1, 2, 3, 4, 6, 9, 10, 11)",[0.9433122  0.93595913 0.92813791 0.93396124 0.93414391],0.9351028781700895,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.006266631010635138,0.004875651826181924,0.0024378259130909616
"(0, 1, 2, 3, 4, 6, 7, 9, 10, 11)",[0.94170692 0.93795596 0.92455182 0.93398763 0.93599332],0.9348391312396084,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.007378224051317224,0.005740508976630841,0.0028702544883154207
"(0, 1, 3, 4, 5, 6, 8, 9, 10, 11)",[0.94502708 0.93388908 0.92458512 0.93753324 0.9303274 ],0.9342723860230375,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'i-z', 'Period_band_i', 'Harmonics_phase_2_z', 'delta_period_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.008827423002375446,0.006868034995034759,0.0034340174975173794
"(0, 1, 3, 5, 6, 9, 10, 11)",[0.94493487 0.93587918 0.9188814  0.93241199 0.93783245],0.9339879765203405,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'Period_band_i', 'Harmonics_phase_2_z', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.011039795316052817,0.008589335817289833,0.004294667908644916
"(0, 1, 2, 3, 6, 8, 9, 10, 11)",[0.94892345 0.93232677 0.91915269 0.93248229 0.93425916],0.9334288739508096,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'Harmonics_phase_2_z', 'delta_period_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.012148432637109307,0.009451893317453651,0.004725946658726825
"(0, 1, 3, 5, 6, 8, 9, 10, 11)",[0.94301522 0.93587835 0.91721781 0.93237686 0.93581836],0.9328613207754518,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'Period_band_i', 'Harmonics_phase_2_z', 'delta_period_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.01099509705401862,0.008554559050867118,0.004277279525433559
"(0, 1, 2, 4, 6, 9, 10, 11)",[0.93812833 0.93800607 0.92286349 0.93409381 0.93040943],0.9327002273221788,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'i-z', 'Harmonics_phase_2_z', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.007306232073276445,0.005684496771889686,0.002842248385944843
