,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9
CEP,0.24580916809128922,0.3360778997137052,2.3577019716309606,0.007461005681311898,1.596261479593687,1.4586694996273593,1.7356691820437755,506.4215779378955,685335.6006082612,0.11897205073916614
DSCT,0.5119818007817677,0.6520445220647051,0.042192261118001076,0.014217365563800547,0.8970438833837147,1.1370987254123408,1.8009336110891558,26.547624586072114,1881296900.6173277,0.2298845881221407
EB,0.5457209853312562,0.5878471652454189,2.941082375658385,0.10843419418936677,1.1353008087034369,1.1114300500810599,1.6618599131245586,1.9822665806703668,15000.773667069996,0.3612975080924774
RRL,0.32576911125856695,0.2826977645960811,0.3166409418249947,0.02654035578801443,0.30231756447947145,0.3819097857007126,2.0617597355554436,10.306936748134353,32432793121.083313,0.19100230096030404
