,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4
CEP,0.3243869174135634,2.3621263782152417,1.596261479593687,1.4586694996273593,3547563.08848186
DSCT,0.6250498001200411,0.042184391051588686,0.8970438833837147,1.1370987254123408,7874426.3554180395
EB,1.2682067114688564,2.4939902455971135,1.1353008087034369,1.1114300500810599,46511.42881250114
RRL,0.2577883915837641,0.1494448361472561,0.30231756447947145,0.3819097857007126,79967571.32025793
