,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7
CEP,0.24580916809128922,0.3360778997137052,2.3621263782152417,0.015975800135060572,1.596261479593687,1.8535537262812982,506.4215779378955,66.53737190128166
DSCT,0.5119818007817677,0.6520445220647051,0.042184391051588686,0.025987030995299885,0.8970438833837147,1.6635900348109114,26.547624586072114,68.48731038565124
EB,0.5457209853312562,0.5878471652454189,2.4939902455971135,0.19078948111888858,1.1353008087034369,1.3712568486125065,1.9822665806703668,79.46979084336985
RRL,0.32576911125856695,0.2826977645960811,0.1494448361472561,0.0547728487498424,0.30231756447947145,1.0020833218108862,10.306936748134353,70.06826377225394
