,object,LSST_I,LSST_I_e,LSST_I_w,LSST_Z,LSST_Z_e,LSST_Z_w,LSST_Y,LSST_Y_e,LSST_Y_w,ROMAN_F087,ROMAN_F087_e,ROMAN_F087_w,ROMAN_F106,ROMAN_F106_e,ROMAN_F106_w,ROMAN_F129,ROMAN_F129_e,ROMAN_F129_w,ROMAN_F158,ROMAN_F158_e,ROMAN_F158_w,ROMAN_F184,ROMAN_F184_e,ROMAN_F184_w,SpT,Spt_num,z-y,z-Y,z-J,z-H,z-K,y-Y,y-J,y-H,y-K,Y-J,Y-H,Y-K,J-H,J-K,H-K
10,b'0048+2508A',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.360843181619607,0.0007352168352898672,0.0,27.235371384742596,0.0005252863750665499,0.0,27.28236478840957,0.0008621812609873683,0.0,,,,,,,,,,,,,,,0.1254717968770116,0.07847839321003747,-0.04699340366697413
11,b'0048+2508B',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,29.703990883292903,0.05374723964210059,0.0,29.757081238797213,0.039592642532877496,0.0,29.565081633700693,0.033255123738625575,0.0,,,,,,,,,,,,,,,-0.05309035550430963,0.13890924959220996,0.1919996050965196
12,b'0103+2626',,,1.0,28.174707164404637,0.004477220779479977,0.0,27.224302590001464,0.0016849379042225311,0.0,,,1.0,26.760355022629916,0.005992597737244605,0.0,26.23969223965535,0.004699014988039798,0.0,25.99147485988379,0.005472579542325535,0.0,25.979554902314227,0.007405266916587191,0.0,b'L1',71.0,0.9504045744031728,1.414352141774721,1.9350149247492858,2.183232304520846,2.19515226209041,0.4639475673715481,0.984610350346113,1.2328277301176733,1.2447476876872372,0.5206627829745649,0.7688801627461253,0.7808001203156891,0.24821737977156033,0.2601373373411242,0.011919957569563877
13,b'0103+3053',,,1.0,31.94735378314483,0.017273838039323697,0.0,29.74272401225262,0.0035509565975916074,0.0,31.402782687924507,0.07400682339220156,0.0,29.23360851629431,0.012945081958993038,0.0,28.645568183251136,0.01152340277270191,0.0,28.95232070629827,0.021056865831031366,0.0,29.582151729527133,0.05770349523418594,0.0,b'T4',84.0,2.204629770892211,2.7137452668505198,3.3017855998936945,2.9950330768465605,2.365202053617697,0.5091154959583086,1.0971558290014833,0.7904033059543494,0.16057228272548585,0.5880403330431747,0.28128780999604075,-0.3485432132328228,-0.30675252304713396,-0.9365835462759975,-0.6298310232288635
14,b'0111-1035',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.244509926851748,,0.0,27.087646964938585,0.0008590599121034568,0.0,27.135316295731396,0.001049033198565547,0.0,b'L1',71.0,,,,,,,,,,,,,0.15686296191316274,0.10919363112035185,-0.04766933079281088
15,b'0115-4616',,,1.0,27.917940616724582,0.01146405512319719,0.0,26.05372970118961,0.0018849915696224375,0.0,,,1.0,25.48030193636823,0.004222507338532795,0.0,24.8832391724332,0.002658233162939534,0.0,25.112164768294125,0.004006685857660582,0.0,25.846846021968513,0.01109783309556411,0.0,b'T6',86.0,1.8642109155349722,2.4376386803563506,3.0347014442913824,2.805775848430457,2.071094594756069,0.5734277648213784,1.1704905287564102,0.9415649328954849,0.20688367922109663,0.5970627639350319,0.36813716807410657,-0.36654408560028173,-0.2289255958609253,-0.9636068495353136,-0.7346812536743883
16,b'0117+6726',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.717276894104966,0.03330474367326439,0.0,27.29346747758996,0.015774349933009656,0.0,27.32463946138642,0.016001982958605908,0.0,b'L4',74.0,,,,,,,,,,,,,0.4238094165150059,0.3926374327185478,-0.031171983796458136
17,b'0117+7627',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.85004429449103,0.04608633469001557,0.0,27.596415648651963,0.03108043494399963,0.0,27.856061184505158,0.040364342535295694,0.0,b'L2',72.0,,,,,,,,,,,,,0.2536286458390684,-0.006016890014127085,-0.2596455358531955
18,b'0119-4502',,,1.0,28.46939433528842,0.013237126387257247,0.0,26.76408493718865,0.0018781873517330365,0.0,,,1.0,26.195111677257373,0.004539729916667662,0.0,25.615602212530906,0.004830118176571971,0.0,26.05303011827281,0.005133114247020888,0.0,27.179219857064616,0.014306228575624951,0.0,b'T7',87.0,1.7053093980997716,2.274282658031048,2.8537921227575147,2.4163642170156088,1.290174478223804,0.5689732599312762,1.1484827246577431,0.7110548189158372,-0.4151349198759675,0.5795094647264669,0.14208155898456098,-0.9841081798072437,-0.43742790574190593,-1.5636176445337107,-1.1261897387918047
19,b'0119-4937',,,1.0,,,0.0,28.542673970372867,0.0015835199039968086,0.0,,,1.0,28.067161666293188,0.004150601777026394,0.0,27.541074829741873,,0.0,27.72953131495257,0.003177500697698922,0.0,28.667331862824945,0.010731173366652472,0.0,b'T7',87.0,,,,,,0.4755123040796789,1.0015991406309936,0.8131426554202967,-0.12465789245207759,0.5260868365513147,0.3376303513406178,-0.6001701965317565,-0.1884564852106969,-1.1262570330830712,-0.9378005478723743
20,b'0144+3802',,,1.0,29.223950718459783,0.0012106529738510144,0.0,28.146980004693013,0.00046907274084638783,0.0,,,1.0,27.71381547730097,0.0019449896287173996,0.0,27.287632747837183,0.002035651880877372,0.0,27.136143106753412,0.0029103785543051117,0.0,27.271255091380297,0.0047670766188809225,0.0,b'L7',77.0,1.0769707137667694,1.5101352411588138,1.9363179706226,2.0878076117063706,1.9526956270794855,0.43316452739204436,0.8593472568558305,1.0108368979396012,0.8757249133127161,0.4261827294637861,0.5776723705475568,0.4425603859206717,0.15148964108377072,0.016377656456885603,-0.13511198462688512
21,b'0146-0508B',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,26.531433878746313,0.0016068945879870735,0.0,26.160394699425034,0.0008121575107905347,0.0,26.224767417190158,0.0016125323075826662,0.0,b'L5',75.0,,,,,,,,,,,,,0.3710391793212793,0.30666646155615496,-0.06437271776512432
22,b'0147+5058',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,28.301719899538288,0.0005367900930843631,0.0,28.510966822855856,0.0005336513748142928,0.0,28.92951610653803,0.0013566661025970128,0.0,b'T4',84.0,,,,,,,,,,,,,-0.20924692331756845,-0.6277962069997436,-0.41854928368217514
23,b'0153+6137',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,28.76927095196113,0.002308361611808716,0.0,27.920046786769205,0.0008469578681796131,0.0,27.62573516077099,0.000580087404446143,0.0,b'L6',76.0,,,,,,,,,,,,,0.8492241651919237,1.1435357911901392,0.2943116259982155
24,b'0210-3954',,,1.0,28.762535209934295,0.007713626814762895,0.0,27.540169994781117,,0.0,,,1.0,27.077088682641197,,0.0,26.560845866539186,0.0026240080966688233,0.0,26.190122305174025,0.001808753091405609,0.0,26.450767197402065,0.0041705402698813425,0.0,b'T1',81.0,1.2223652151531788,1.6854465272930987,2.2016893433951097,2.57241290476027,2.31176801253223,0.46308131213992,0.9793241282419309,1.3500476896070914,1.0894027973790514,0.516242816102011,0.8869663774671714,0.6263214852391314,0.3707235613651605,0.1100786691371205,-0.26064489222804
25,b'0214-5732',,,1.0,31.423564926667076,0.017449049853636142,0.0,30.415784550013765,0.004423420506088068,0.0,,,1.0,29.90658482239383,0.012110677930863492,0.0,29.15972476203394,0.004817134355514458,0.0,28.257774138541784,0.0020393080083939462,0.0,28.69067722139618,0.0042197473558298676,0.0,,,1.0077803766533115,1.5169801042732445,2.2638401646331374,3.1657907881252925,2.7328877052708975,0.5091997276199329,1.2560597879798259,2.158010411471981,1.725107328617586,0.7468600603598929,1.648810683852048,1.215907600997653,0.901950623492155,0.4690475406377601,-0.43290308285439494
26,b'0224+1526',,,1.0,31.139956249457033,0.002713888487041379,0.0,29.95034339705291,0.0011352875863703225,0.0,,,1.0,29.40995613141716,0.0033182329487461567,0.0,28.66540356961892,0.0025803729664247693,0.0,28.09179447217221,0.0022611336222795896,0.0,28.002789973194382,0.0034947638071781083,0.0,b'L3',73.0,1.189612852404121,1.7300001180398716,2.474552679838112,3.0481617772848217,3.1371662762626507,0.5403872656357507,1.2849398274339912,1.8585489248807008,1.9475534238585297,0.7445525617982405,1.31816165924495,1.407166158222779,0.5736090974467096,0.6626135964245385,0.08900449897782892
27,b'0227+0830',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.507559306173,0.0005254892307897335,0.0,27.309190039071453,0.00033207280139435776,0.0,27.462824044484822,,0.0,b'L7',77.0,,,,,,,,,,,,,0.19836926710154756,0.044735261688177985,-0.15363400541336958
28,b'0251+3657',,,1.0,31.248705016967776,0.001732745944249709,0.0,29.925186858739274,0.0007042664935757502,0.0,,,1.0,29.469496228977764,0.0024544829824450095,0.0,28.958246402047504,0.002920991756072069,0.0,28.630397491089973,0.003146713679452155,0.0,28.721362965254006,0.004931566441016461,0.0,b'L7',77.0,1.3235181582285023,1.7792087879900116,2.290458614920272,2.6183075258778032,2.52734205171377,0.4556906297615093,0.9669404566917699,1.294789367649301,1.2038238934852679,0.5112498269302606,0.8390987378877917,0.7481332637237585,0.3278489109575311,0.236883436793498,-0.09096547416403311
29,b'0252+5014',,,1.0,30.42544167444181,0.0004961496205715767,0.0,29.431617021044303,0.00023878509658476816,0.0,,,1.0,28.912317812115695,0.0007044306082961424,0.0,28.313359476513476,0.0005442798204032375,0.0,27.971310198737132,0.000499771974062686,0.0,27.9503458915794,0.0007398942918478108,0.0,b'L3',73.0,0.9938246533975068,1.5131238623261147,2.112082197928334,2.4541314757046777,2.475095782862411,0.5192992089286079,1.1182575445308274,1.460306822307171,1.4812711294649041,0.5989583356022194,0.941007613378563,0.9619719205362962,0.34204927777634353,0.36301358493407676,0.02096430715773323
30,b'0305-5826',,,1.0,28.984088882761178,0.008309387304585839,0.0,28.63056564071727,0.004864624969295412,0.0,,,1.0,28.35385405764473,0.013958497591808311,0.0,28.08614348067271,0.008691311628536327,0.0,28.145357699051424,0.012641487491908736,0.0,28.75694349894243,0.032465560009440494,0.0,b'T9',89.0,0.3535232420439094,0.630234825116446,0.8979454020884674,0.8387311837097542,0.2271453838187476,0.2767115830725366,0.544422160044558,0.4852079416658448,-0.1263778582251618,0.2677105769720214,0.20849635859330817,-0.4030894412976984,-0.05921421837871321,-0.6708000182697198,-0.6115857998910066
31,b'0308-3833',,,1.0,28.30759467321255,0.011006235031577681,0.0,26.437238400251633,0.0014274837830136296,0.0,,,1.0,25.849490332700576,0.003151184231209897,0.0,25.330100558345055,0.0026205878439634774,0.0,25.502415750787407,0.0026558201995909893,0.0,26.00143140829488,0.005142350522250407,0.0,b'T5',85.0,1.8703562729609153,2.458104340511973,2.9774941148674934,2.805178922425142,2.306163264917668,0.5877480675510576,1.107137841906578,0.9348226494642269,0.43580699195675265,0.5193897743555205,0.3470745819131693,-0.15194107559430492,-0.17231519244235116,-0.6713308499498254,-0.49901565750747423
32,b'0326+4350',,,1.0,29.029857859339323,0.001115347566734071,0.0,27.948752640839917,0.0005391421232140387,0.0,,,1.0,27.486603951414455,0.0018527686436468401,0.0,26.966471359456822,0.0018762093802313056,0.0,26.7251082712789,0.0022843504683724564,0.0,26.6396273824284,,0.0,b'L2',72.0,1.081105218499406,1.5432539079248677,2.063386499882501,2.3047495880604245,2.390230476910922,0.4621486894254616,0.982281281383095,1.2236443695610184,1.309125258411516,0.5201325919576334,0.7614956801355568,0.8469765689860544,0.2413630881779234,0.32684397702842105,0.08548088885049765
33,b'0333+7150',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,28.188254268362655,0.0035513783686576855,0.0,27.913181990667795,0.002469488508691584,0.0,28.27447609138752,0.004091657965532249,0.0,b'T0',80.0,,,,,,,,,,,,,0.27507227769486065,-0.08622182302486436,-0.361294100719725
34,b'0334-1649',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,29.70987187015374,0.0010450913219827924,0.0,29.173212818104396,0.0005734888640166857,0.0,28.912147301254706,0.0005299139656102106,0.0,b'L6',76.0,,,,,,,,,,,,,0.5366590520493446,0.7977245688990351,0.2610655168496905
35,b'0335-4439',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.634828211165093,0.0004937315617321586,0.0,27.9931377063027,0.0005349267527193738,0.0,28.512511086823107,0.0011459709195914315,0.0,b'T4',84.0,,,,,,,,,,,,,-0.35830949513760757,-0.8776828756580137,-0.5193733805204062
36,b'0340+1155',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,29.99185226840642,0.0012012615254947715,0.0,29.424110984105813,0.0005319777728416425,0.0,29.226151759323322,0.0004886299772614947,0.0,b'L9',79.0,,,,,,,,,,,,,0.567741284300606,0.7657005090830964,0.1979592247824904
37,b'0341+4715',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.93898532840298,0.000527382934224154,0.0,27.761574543434534,0.0003390356159781362,0.0,28.114835635503574,0.0006850916239384166,0.0,b'T3',83.0,,,,,,,,,,,,,0.1774107849684441,-0.17585030710059613,-0.3532610920690402
38,b'0341-1925',,,1.0,32.366151089595306,0.01193630601060978,0.0,30.285283237232136,0.002258316186484343,0.0,,,1.0,29.70187869793076,0.005509014359984647,0.0,29.13877076289429,0.004478162327500605,0.0,29.358893163187133,0.008893668174703835,0.0,29.90892647765169,0.02599220055708537,0.0,b'T5',85.0,2.08086785236317,2.6642723916645465,3.2273803267010166,3.0072579264081725,2.457224611943616,0.5834045393013767,1.1465124743378468,0.9263900740450026,0.376356759580446,0.56310793503647,0.3429855347436259,-0.2070477797209307,-0.22012240029284413,-0.7701557147574007,-0.5500333144645566
39,b'0345+5137',,,1.0,28.17223645432543,0.0010998731313087704,0.0,27.072351403139642,0.00041835594813196625,0.0,,,1.0,26.53325825578937,,0.0,25.83353470199327,,0.0,25.322559248741058,0.001069469979492632,0.0,25.198149597047287,0.0016717257140671912,0.0,b'L6',76.0,1.0998850511857867,1.6389781985360585,2.3387017523321596,2.8496772055843707,2.9740868572781416,0.5390931473502718,1.2388167011463729,1.749792154398584,1.8742018060923549,0.6997235537961011,1.2106990070483121,1.335108658742083,0.510975453252211,0.635385104945982,0.12440965169377094
40,b'0347-1814',,,1.0,29.21426800836782,0.004783676856348758,0.0,28.23823584978269,0.0012308272269912822,0.0,,,1.0,27.70815395272578,0.0037718367752297395,0.0,27.07729868830263,0.0034330551493895714,0.0,26.70103163809662,0.0030044996445263497,0.0,26.64890474460297,0.004230671293693772,0.0,b'L4',74.0,0.9760321585851308,1.5061140556420405,2.136969320065191,2.5132363702712013,2.5653632637648514,0.5300818970569097,1.16093716148006,1.5372042116860705,1.5893311051797205,0.6308552644231504,1.0071223146291608,1.0592492081228109,0.37626705020601037,0.42839394369966044,0.05212689349365007
41,b'0348-1149',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,29.931327367533417,0.0004709579970169517,0.0,29.384928421711404,0.00020378252186516809,0.0,28.98281753090522,0.00013162768271823014,0.0,b'L6',76.0,,,,,,,,,,,,,0.5463989458220126,0.9485098366281974,0.4021108908061848
42,b'0351-1751',,,1.0,29.026114381646444,0.003997956921005103,0.0,27.837532739789363,0.0013662100178833058,0.0,,,1.0,27.37541590961056,0.004296371940765408,0.0,26.80479818204087,0.0032170033481212,0.0,26.502085965651613,0.0028426937924615372,0.0,26.518131506095422,,0.0,b'L1',71.0,1.1885816418570805,1.6506984720358844,2.2213161996055746,2.524028415994831,2.507982875551022,0.4621168301788039,1.032734557748494,1.3354467741377505,1.3194012336939416,0.5706177275696902,0.8733299439589466,0.8572844035151377,0.3027122163892564,0.2866666759454475,-0.016045540443808903
43,b'0355+2621',,,1.0,,,1.0,27.792652693598296,0.005662832001669725,0.0,,,1.0,27.26524711502405,0.016165669143002492,0.0,26.572356644804714,0.006499646782385099,0.0,26.77554537571581,0.007450612930982945,0.0,27.284300953318102,0.014486751001837998,0.0,b'T5',85.0,,,,,,0.5274055785742462,1.2202960487935819,1.017107317882484,0.5083517402801938,0.6928904702193357,0.4897017393082379,-0.019053838294052383,-0.2031887309110978,-0.7119443085133881,-0.5087555776022903
44,b'0355+4743',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,28.14099810222322,0.0006020203077002635,0.0,28.658018868101195,0.0009137547619771699,0.0,29.33914570901174,0.00210840579424439,0.0,b'T6',86.0,,,,,,,,,,,,,-0.5170207658779731,-1.1981476067885168,-0.6811268409105438
45,b'0407+2619',,,1.0,,,1.0,28.210375329733694,0.0058146210343959755,0.0,,,1.0,,,1.0,27.04994261860014,0.006394035614974399,0.0,27.433748707734633,0.008474277174796969,0.0,27.584949149059067,0.0215258636185953,0.0,b'T6',86.0,,,,,,,1.1604327111335522,0.7766266219990605,0.6254261806746264,,,,-0.38380608913449166,-0.5350065304589258,-0.1512004413244341
46,b'0412-0734',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,24.89326241836215,,0.0,24.708879087456804,0.00021536673767363408,0.0,24.69799923311051,0.0002207241537876216,0.0,b'L2',72.0,,,,,,,,,,,,,0.18438333090534442,0.19526318525163688,0.010879854346292461
47,b'0419+2904',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,30.111734618644693,0.002223882190011748,0.0,29.53739192572487,0.0008218922727141864,0.0,29.23428992671755,0.0006694577073957228,0.0,,,,,,,,,,,,,,,0.5743426929198243,0.8774446919271419,0.3031019990073176
48,b'0432-0639',,,1.0,28.523340666103344,,0.0,27.618154107053687,1.0323736066451885e-05,0.0,,,1.0,27.120864922667618,,0.0,26.491699961888425,7.06119349637477e-05,0.0,26.12279903960402,5.214491057277026e-05,0.0,26.032270882358723,8.943213126173598e-05,0.0,b'L2',72.0,0.9051865590496568,1.4024757434357262,2.0316407042149187,2.400541626499326,2.4910697837446207,0.4972891843860694,1.1264541451652619,1.495355067449669,1.585883224694964,0.6291649607791925,0.9980658830635996,1.0885940403088945,0.3689009222844071,0.459429079529702,0.09052815724529495
49,b'0433+1009',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,29.039323511306474,0.0030747839733009097,0.0,29.222834054198646,0.003515137892432338,0.0,29.90723297658178,0.008409855443257503,0.0,b'T8',88.0,,,,,,,,,,,,,-0.18351054289217217,-0.8679094652753072,-0.684398922383135
50,b'0443-0838',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,26.942625529603408,0.0004310760767509151,0.0,26.57014325830364,0.00028238687341761165,0.0,26.53132176227501,0.0002865034445490776,0.0,b'L3',73.0,,,,,,,,,,,,,0.3724822712997664,0.41130376732839835,0.03882149602863194
51,b'0451+4029',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,29.89520278008495,0.0005921660283411672,0.0,29.30670052045545,0.00025261787921092727,0.0,29.01982776769352,0.0002602512503377752,0.0,b'L6',76.0,,,,,,,,,,,,,0.5885022596295002,0.8753750123914301,0.2868727527619299
52,b'0452-6140',,,1.0,,,1.0,26.76384941218356,0.002958978530954255,0.0,,,1.0,26.11134798849087,0.0060658420539801555,0.0,25.491218772663593,0.0030911397325491287,0.0,25.78233394081497,0.004023954420725127,0.0,26.46266837752318,0.01197197330564842,0.0,b'T5',85.0,,,,,,0.6525014236926907,1.2726306395199671,0.9815154713685921,0.30118103466038093,0.6201292158272764,0.32901404767590137,-0.3513203890323098,-0.29111516815137506,-0.9714496048595862,-0.6803344367082111
53,b'0453+2033',,,1.0,28.51857468145438,0.00764912385423742,0.0,27.359339398512024,0.0017485411623381266,0.0,,,1.0,26.920297944564716,0.007269167983513518,0.0,26.48840678010577,0.004717917834087139,0.0,26.216018529839076,0.004694422169238043,0.0,26.341503576326897,0.0075544929100728134,0.0,b'L7',77.0,1.1592352829423547,1.5982767368896624,2.0301679013486087,2.3025561516153026,2.1770711051274816,0.43904145394730776,0.870932618406254,1.143320868672948,1.017835822185127,0.43189116445894626,0.7042794147256402,0.5787943682378192,0.2723882502666939,0.1469032037788729,-0.125485046487821
54,b'0454+1702',29.590141851473174,0.004935447047489071,0.0,28.989937177793067,0.0019078717200579976,0.0,28.67147540415537,0.001165227004405766,0.0,28.973256477017454,0.008592422578070417,0.0,28.530490483846943,0.004716166190281352,0.0,28.258479475397884,0.005800760045233941,0.0,28.120442496229185,0.007068998579302253,0.0,28.14925633067833,,0.0,,,0.3184617736376971,0.4594466939461235,0.7314577023951827,0.8694946815638822,0.8406808471147365,0.14098492030842635,0.4129959287574856,0.5510329079261851,0.5222190734770393,0.27201100844905923,0.41004798761775874,0.381234153168613,0.1380369791686995,0.10922314471955374,-0.02881383444914576
55,b'0454-7425',,,1.0,32.323300779204594,0.0592137421206828,0.0,29.328256537912623,0.002734004756364018,0.0,,,1.0,28.711073829856772,0.0057175226674576925,0.0,27.829855534070415,,0.0,27.917041682406474,,0.0,28.6819257476009,0.007858549428539963,0.0,,,2.9950442412919713,3.6122269493478214,4.493445245134179,4.40625909679812,3.641375031603694,0.6171827080558501,1.4984010038422078,1.4112148555061488,0.6463307903117226,0.8812182957863577,0.7940321474502987,0.02914808225587251,-0.08718614833605898,-0.8520702135304852,-0.7648840651944262
56,b'0459+3610',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,29.733648554674165,0.0006857626474882009,0.0,29.36330255341792,0.0003571663463911053,0.0,29.155414643572467,0.00033279810064599754,0.0,b'L6',76.0,,,,,,,,,,,,,0.3703460012562445,0.5782339111016981,0.20788790984545358
57,b'0506+0738',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,29.18843936733909,0.0002537207077170688,0.0,28.37250543792289,0.00010008835688207723,0.0,27.97443740653387,7.796054372318488e-05,0.0,b'L6',76.0,,,,,,,,,,,,,0.8159339294162002,1.21400196080522,0.3980680313890197
