,object,LSST_I,LSST_I_e,LSST_I_w,LSST_Z,LSST_Z_e,LSST_Z_w,LSST_Y,LSST_Y_e,LSST_Y_w,ROMAN_F087,ROMAN_F087_e,ROMAN_F087_w,ROMAN_F106,ROMAN_F106_e,ROMAN_F106_w,ROMAN_F129,ROMAN_F129_e,ROMAN_F129_w,ROMAN_F158,ROMAN_F158_e,ROMAN_F158_w,ROMAN_F184,ROMAN_F184_e,ROMAN_F184_w,SpT,Spt_num,z-y,z-Y,z-J,z-H,z-K,y-Y,y-J,y-H,y-K,Y-J,Y-H,Y-K,J-H,J-K,H-K
58,b'0506-2514',,,1.0,28.133438631566992,,0.0,26.876476748696852,0.0020237903403119008,0.0,,,1.0,26.2633112371857,0.0041597780906529646,0.0,25.457985308731935,0.001969234641487918,0.0,24.747891913653195,0.001142507693114925,0.0,24.537442050018864,0.0013626842036632782,0.0,b'L6',76.0,1.25696188287014,1.8701273943812922,2.6754533228350574,3.3855467179137975,3.5959965815481283,0.6131655115111521,1.4184914399649173,2.1285848350436574,2.339034698677988,0.8053259284537653,1.5154193235325053,1.7258691871668361,0.71009339507874,0.9205432587130709,0.21044986363433082
59,b'0526+3918',,,1.0,29.04594583756858,0.001551369945162796,0.0,28.198559680287364,0.0005494998062018463,0.0,28.964257618181804,0.007097739197570308,0.0,27.659427447310104,,0.0,26.926572930723683,,0.0,26.453345610446746,0.0012792558309000137,0.0,26.2932876362626,0.0017844148460626473,0.0,b'L3',73.0,0.8473861572812176,1.3865183902584768,2.119372906844898,2.592600227121835,2.75265820130598,0.5391322329772592,1.2719867495636805,1.7452140698406176,1.9052720440247626,0.7328545165864213,1.2060818368633583,1.3661398110475034,0.47322732027693704,0.6332852944610821,0.16005797418414502
60,b'0529+2650',,,1.0,30.119248786656136,0.004413605691796721,0.0,28.989661711098226,0.0016962299952882236,0.0,,,1.0,28.492517775599033,0.0057450006826215184,0.0,27.95379731458846,0.004039642191059614,0.0,27.569597365122203,0.003427638678853896,0.0,27.42802693739792,0.004716893316815356,0.0,b'L5',75.0,1.129587075557911,1.6267310110571032,2.1654514720676765,2.549651421533934,2.6912218492582163,0.4971439354991922,1.0358643965097656,1.420064345976023,1.5616347737003053,0.5387204610105734,0.9229204104768307,1.0644908382011131,0.38419994946625735,0.5257703771905398,0.1415704277242824
61,b'0535-7738',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,29.35562163524586,0.05831981544725661,0.0,28.94726892320019,0.062294140783533423,0.0,29.134210782175952,0.11739455649102144,0.0,,,,,,,,,,,,,,,0.40835271204566936,0.2214108530699086,-0.18694185897576077
62,b'0536+1912',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.671618788200256,0.0004005416360613138,0.0,27.438615000063887,0.00024316608670368406,0.0,27.42096337234198,0.0003164243537931995,0.0,b'L5',75.0,,,,,,,,,,,,,0.23300378813636868,0.2506554158582759,0.017651627721907204
63,b'0540+1410',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,29.177063979345235,0.0006829902020788472,0.0,28.641390130370898,0.00029932563584256954,0.0,28.424294737617206,0.00026395732044885413,0.0,b'L6',76.0,,,,,,,,,,,,,0.5356738489743371,0.7527692417280285,0.21709539275369139
64,b'0540-1802',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,b'T7',87.0,,,,,,,,,,,,,,,
65,b'0554-0008',,,1.0,31.206323482809665,0.016559465665558788,0.0,29.32753449970829,0.0039617064595486255,0.0,,,1.0,28.711673390815275,0.01846205979600762,0.0,28.155880428907516,0.018774011754892253,0.0,28.383397892735985,0.018550385971841145,0.0,28.897946338144507,0.02113569772966787,0.0,b'T4',84.0,1.8787889831013764,2.494650091994391,3.05044305390215,2.8229255900736803,2.308377144665158,0.6158611088930144,1.1716540708007734,0.9441366069723038,0.42958816156378177,0.5557929619077591,0.32827549807928946,-0.1862729473292326,-0.2275174638284696,-0.7420659092369917,-0.5145484454085221
66,b'0558-2330',,,1.0,28.71710963501869,0.001743474013757428,0.0,27.881594592610504,0.0005837246791933327,0.0,,,1.0,27.49653942468609,0.0020864802527419115,0.0,26.967526092416488,0.002476800765428266,0.0,26.54520859508772,0.002175924623055524,0.0,26.61839808132944,0.002548730430190921,0.0,b'L5',75.0,0.8355150424081863,1.2205702103325997,1.7495835426022026,2.1719010399309724,2.0987115536892524,0.3850551679244134,0.9140685001940163,1.336385997522786,1.2631965112810661,0.5290133322696029,0.9513308295983727,0.8781413433566527,0.4223174973287698,0.3491280110870498,-0.07318948624171995
67,b'0558-4502',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,28.707506367609454,0.014052409268482986,0.0,28.97951518255685,0.017901667278621358,0.0,29.05316626495958,0.02890138871706881,0.0,b'T8',88.0,,,,,,,,,,,,,-0.2720088149473945,-0.34565989735012437,-0.07365108240272988
68,b'0559-0120',,,1.0,30.048811501439193,0.0016531465901904409,0.0,28.946623691214263,0.0006370749109330516,0.0,,,1.0,28.337765987559536,0.0020032542994729377,0.0,27.54867379055205,0.001832679729562234,0.0,26.951828296704164,0.0015269010623011772,0.0,26.69052494573268,0.0013407958753875666,0.0,b'L4',74.0,1.1021878102249296,1.7110455138796574,2.5001377108871417,3.0969832047350287,3.3582865557065134,0.6088577036547278,1.397949900662212,1.9947953945100991,2.2560987454815837,0.7890921970074842,1.3859376908553713,1.647241041826856,0.5968454938478871,0.8581488448193717,0.2613033509714846
69,b'0601+3831',,,1.0,29.225914752847647,0.001141034588225468,0.0,28.219697748858465,0.0004088127547414577,0.0,,,1.0,27.683346719482888,0.001237554995770043,0.0,26.9724328838605,0.0009875686037219328,0.0,26.40358988059944,0.0006074217873849395,0.0,26.258969408042155,0.0009260873925287966,0.0,b'L6',76.0,1.0062170039891818,1.5425680333647591,2.253481868987148,2.822324872248206,2.9669453448054917,0.5363510293755773,1.247264864997966,1.8161078682590244,1.9607283408163099,0.7109138356223887,1.279756838883447,1.4243773114407325,0.5688430032610583,0.7134634758183438,0.1446204725572855
70,b'0609+0625',,,1.0,28.670138832661635,0.0009058987599549154,0.0,27.70415079646021,0.00036802025361246674,0.0,,,1.0,27.237214606393728,0.0011885518494629838,0.0,26.604087964618888,0.0010382672075273452,0.0,25.994020382072975,0.0006276666573673628,0.0,25.911737116445607,0.000933177653269846,0.0,b'L6',76.0,0.965988036201427,1.4329242262679074,2.0660508680427476,2.6761184505886604,2.758401716216028,0.46693619006648035,1.1000628318413206,1.7101304143872333,1.7924136800146009,0.6331266417748402,1.243194224320753,1.3254774899481205,0.6100675825459128,0.6923508481732803,0.08228326562736754
71,b'0613+2830',,,1.0,29.313976706149912,0.001120890525519054,0.0,28.39065578106274,0.0005585247005933844,0.0,,,1.0,27.993705449123336,0.0019560701891466457,0.0,27.49443831462923,0.002029817897621939,0.0,27.258879194276542,0.0025475691661719564,0.0,27.14232276974912,0.0027514272942477658,0.0,b'L2',72.0,0.9233209250871717,1.320271257026576,1.8195383915206804,2.0550975118733703,2.1716539364007907,0.3969503319394043,0.8962174664335087,1.1317765867861986,1.248333011313619,0.4992671344941044,0.7348262548467943,0.8513826793742147,0.2355591203526899,0.3521155448801103,0.11655642452742043
72,b'0617+1945',,,1.0,27.993340649880352,0.0001700467297247583,0.0,26.87267030151977,8.700938957849374e-05,0.0,,,1.0,26.307217046831628,0.0003203028368603858,0.0,25.64243126049751,0.0003184072028830053,0.0,25.32117874087777,0.00032978375844338405,0.0,25.211656922790805,0.0005638024982104928,0.0,,,1.1206703483605835,1.686123603048724,2.350909389382842,2.6721619090025825,2.781683727089547,0.5654532546881406,1.2302390410222586,1.551491560641999,1.6610133787289634,0.664785786334118,0.9860383059538584,1.0955601240408228,0.32125251961974044,0.4307743377067048,0.10952181808696437
73,b'0617+1945A',,,1.0,27.993340649880352,0.00014981857803942714,0.0,26.87267030151977,9.546359492314265e-05,0.0,,,1.0,26.307217046831628,0.0003186616131702201,0.0,25.64243126049751,0.000305738852306712,0.0,25.32117874087777,0.0003268158710773714,0.0,25.211656922790805,0.0006589205618901769,0.0,b'L2',72.0,1.1206703483605835,1.686123603048724,2.350909389382842,2.6721619090025825,2.781683727089547,0.5654532546881406,1.2302390410222586,1.551491560641999,1.6610133787289634,0.664785786334118,0.9860383059538584,1.0955601240408228,0.32125251961974044,0.4307743377067048,0.10952181808696437
74,b'0617+1945B',,,1.0,30.517487342437562,0.0024840673925833616,0.0,29.4287925985229,0.0010549961374039293,0.0,,,1.0,29.00258737051608,0.0035009202091139295,0.0,28.469261004930047,0.004157797752016003,0.0,28.07247149724622,0.0036761602296548827,0.0,28.078734699469873,0.006624848926215491,0.0,b'L5',75.0,1.0886947439146617,1.5148999719214835,2.048226337507515,2.4450158451913424,2.438752642967689,0.4262052280068218,0.9595315935928532,1.3563211012766807,1.3500578990530272,0.5333263655860314,0.9301158732698589,0.9238526710462054,0.3967895076838275,0.390526305460174,-0.006263202223653508
75,b'0621+2200',,,1.0,29.518338397551442,0.000896110689154131,0.0,28.607051713743154,0.0004447321287746529,0.0,,,1.0,28.246637014981516,0.0016412577437191907,0.0,27.838026747964243,0.0014938444555574763,0.0,27.538909341515556,0.0014114049921034762,0.0,27.591943101013932,0.002145959910386582,0.0,,,0.9112866838082887,1.2717013825699262,1.6803116495871997,1.9794290560358867,1.9263952965375104,0.36041469876163745,0.769024965778911,1.068142372227598,1.0151086127292217,0.40861026701727354,0.7077276734659605,0.6546939139675843,0.299117406448687,0.2460836469503107,-0.0530337594983763
76,b'0623+2631',,,1.0,27.405590594330825,0.0005301637648733432,0.0,26.545941949232173,0.00019622602557767317,0.0,,,1.0,25.979849022791555,0.0005766675064263526,0.0,25.258242349967105,,0.0,24.759092964663555,,0.0,24.67723529558587,,0.0,b'L6',76.0,0.8596486450986518,1.4257415715392696,2.1473482443637195,2.6464976296672695,2.7283552987449546,0.5660929264406178,1.2876995992650677,1.7868489845686177,1.8687066536463028,0.7216066728244499,1.220756058128,1.302613727205685,0.49914938530355,0.5810070543812351,0.0818576690776851
77,b'0623+2631B',,,1.0,27.098962430410808,0.0005643632715816516,0.0,26.488887716802168,0.00023894585368963367,0.0,,,1.0,25.986804479143192,0.000595623407320992,0.0,25.25799440004831,0.00044418725446595874,0.0,24.728894171892243,0.00033581567203482535,0.0,24.687936374877587,0.0004696495108177715,0.0,,,0.6100747136086397,1.1121579512676156,1.8409680303624967,2.3700682585185646,2.4110260555332204,0.5020832376589759,1.230893316753857,1.7599935449099249,1.8009513419245806,0.728810079094881,1.257910307250949,1.2988681042656047,0.5291002281560679,0.5700580251707237,0.04095779701465574
78,b'0624+2436',,,1.0,30.3254720608735,0.0020789622985237324,0.0,28.933389218446646,0.0007534807811869208,0.0,,,1.0,28.27081005671751,0.00233234226928928,0.0,27.43970711472557,0.0018738206525712087,0.0,26.877635786039793,0.001199601103836402,0.0,26.722508498562195,0.001521119049680136,0.0,b'L3',73.0,1.3920828424268556,2.0546620041559898,2.8857649461479298,3.4478362748337084,3.602963562311306,0.6625791617291341,1.4936821037210741,2.0557534324068527,2.2108807198844502,0.83110294199194,1.3931742706777186,1.5483015581553161,0.5620713286857786,0.7171986161633761,0.15512728747759752
79,b'0627+0143',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.959207841640378,1.790092094438819e-05,0.0,27.70048459945034,1.3055497146045501e-05,0.0,27.780022885347297,1.5544711593972504e-05,0.0,b'L7',77.0,,,,,,,,,,,,,0.25872324219003673,0.1791849562930814,-0.07953828589695533
80,b'0627-0028',,,1.0,29.845918822902412,0.0014169915348366297,0.0,28.674629031256394,0.0004628417075985149,0.0,,,1.0,28.150102675195903,0.0015541021536138388,0.0,27.55420585225409,0.0012480711823434573,0.0,27.2589184036973,0.0015835728390906003,0.0,27.43633688414873,0.0029655943524373616,0.0,b'T0',80.0,1.1712897916460179,1.695816147706509,2.291712970648323,2.5870004192051113,2.409581938753682,0.5245263560604911,1.1204231790023051,1.4157106275590934,1.2382921471076642,0.595896822941814,0.8911842714986022,0.7137657910471731,0.29528744855678823,0.11786896810535907,-0.17741848045142916
81,b'0635-1430',,,1.0,29.747242885116275,0.0008198662080873825,0.0,28.508924088496652,0.00026977590704126137,0.0,,,1.0,28.047483237079412,0.0010852377047371549,0.0,27.501267827543224,0.0008882188108353337,0.0,27.093953445574424,,0.0,27.161944776126212,,0.0,b'L9',79.0,1.2383187966196232,1.6997596480368635,2.2459750575730517,2.653289439541851,2.585298108990063,0.46144085141724034,1.0076562609534285,1.4149706429222277,1.3469793123704399,0.5462154095361882,0.9535297915049874,0.8855384609531995,0.4073143819687992,0.33932305141701136,-0.06799133055178785
82,b'0636-5424',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,28.449660506856244,0.014492043375025505,0.0,28.054871785699703,0.010667468103611756,0.0,28.105881690047177,0.017286985298993057,0.0,b'T0',80.0,,,,,,,,,,,,,0.39478872115654084,0.34377881680906697,-0.05100990434747388
83,b'0640+0006',,,1.0,30.42898242017216,0.002530742302037256,0.0,29.098650957277133,0.0008110741873699827,0.0,,,1.0,28.59681433624758,0.0028620881951080383,0.0,28.031597906044542,0.0038602964981727427,0.0,27.50851973544931,0.0024491464028940867,0.0,27.498545960962126,0.0029825742131062496,0.0,b'L9',79.0,1.3303314628950282,1.8321680839245822,2.3973845141276193,2.920462684722853,2.9304364592100356,0.501836621029554,1.067053051232591,1.590131221827825,1.6001049963150074,0.5652164302030371,1.088294600798271,1.0982683752854534,0.5230781705952339,0.5330519450824163,0.009973774487182396
84,b'0640-2352',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,28.205616168303923,5.687146622479774e-05,0.0,27.82196603814792,3.8290406429558914e-05,0.0,27.77242780376444,3.513663270799813e-05,0.0,b'L5',75.0,,,,,,,,,,,,,0.3836501301560027,0.4331883645394825,0.04953823438347982
85,b'0643+1950A',,,1.0,27.181115987816323,0.005879059673699956,0.0,25.49029267143231,0.0010117680264520267,0.0,,,1.0,24.918569821686482,0.002436984735236216,0.0,24.334519766265636,0.001950436006983719,0.0,23.809698918169776,0.001207366255343896,0.0,23.92840618243758,0.0017114286790559064,0.0,b'T2',82.0,1.6908233163840123,2.262546166129841,2.846596221550687,3.3714170696465473,3.2527098053787427,0.5717228497458287,1.1557729051666747,1.680593753262535,1.5618864889947304,0.5840500554208461,1.1088709035167064,0.9901636392489017,0.5248208480958603,0.4061135838280556,-0.11870726426780465
86,b'0643+1950B',,,1.0,25.876140477395868,0.002450861076422117,0.0,25.668003891990587,0.0015454894516443065,0.0,,,1.0,25.573288673316927,0.007847335833517025,0.0,25.46631941847422,0.004643757891290066,0.0,25.405325166134908,0.006431550404481203,0.0,25.40464990331737,0.009242601776905886,0.0,,,0.20813658540528124,0.30285180407894075,0.4098210589216471,0.4708153112609601,0.4714905740784978,0.09471521867365951,0.20168447351636587,0.26267872585567886,0.2633539886732166,0.10696925484270636,0.16796350718201936,0.16863876999955707,0.06099425233931299,0.06166951515685071,0.000675262817537714
87,b'0649+5535',,,1.0,31.504258158036308,0.004365989369526106,0.0,29.74451724267185,0.0008505696930603149,0.0,,,1.0,29.178381548228707,0.0024678014797612064,0.0,28.66210055552758,0.0025065224415176213,0.0,28.864447862595746,0.005113006364305492,0.0,29.50051556026787,,0.0,b'T5',85.0,1.759740915364457,2.325876609807601,2.8421576025087276,2.6398102954405616,2.0037425977684364,0.5661356944431439,1.0824166871442706,0.8800693800761046,0.24400168240397946,0.5162809927011267,0.31393368563296065,-0.3221340120391645,-0.20234730706816606,-0.8384150047402912,-0.6360676976721251
88,b'0653+1443',,,1.0,30.187709666145054,0.0012178817550973513,0.0,29.028734206482678,0.00044147413645950984,0.0,,,1.0,28.547904261153178,0.0014182016226637782,0.0,27.93033501037125,0.001110812220619352,0.0,27.4240848537624,0.0010976926031686695,0.0,27.37094264409684,0.001577820043888175,0.0,b'L6',76.0,1.1589754596623756,1.6398054049918755,2.257374655773802,2.7636248123826554,2.8167670220482144,0.48082994532949996,1.0983991961114263,1.6046493527202799,1.6577915623858388,0.6175692507819264,1.12381940739078,1.1769616170563388,0.5062501566088535,0.5593923662744125,0.05314220966555894
89,b'0657+1633',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,24.565530813892742,0.0008850212144795054,0.0,24.060093265288867,0.00031062672999602765,0.0,24.030688105744325,0.0002949112676867022,0.0,b'L5',75.0,,,,,,,,,,,,,0.5054375486038758,0.5348427081484175,0.029405159544541704
90,b'0703-2748',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,b'L4',74.0,,,,,,,,,,,,,,,
91,b'0705-1722',,,1.0,31.68103349615977,0.0034543902380322305,0.0,29.794239741683644,0.0010831051561913786,0.0,,,1.0,29.291814271592507,0.003735917024133103,0.0,28.807572374158763,0.004234824843241052,0.0,28.70505502159964,0.003897552646603602,0.0,29.00498072882119,0.0073218306733202464,0.0,b'T3',83.0,1.8867937544761268,2.389219224567263,2.8734611220010073,2.9759784745601294,2.6760527673385788,0.5024254700911364,0.9866673675248805,1.0891847200840026,0.7892590128624519,0.48424189743374413,0.5867592499928662,0.28683354277131556,0.10251735255912209,-0.19740835466242856,-0.29992570722155065
92,b'0708-3514',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,28.467634987497767,0.009168745056524642,0.0,28.67757106801514,0.011977822760719507,0.0,29.260978044201252,0.05704854412581751,0.0,b'T4',84.0,,,,,,,,,,,,,-0.2099360805173731,-0.7933430567034847,-0.5834069761861116
93,b'0716+5030',,,1.0,31.741453187263605,0.004385009148403211,0.0,30.357463550875238,0.001384948261650308,0.0,,,1.0,29.888991160401297,0.005527596829941619,0.0,29.357571063075262,0.003954688078112224,0.0,28.908265911681134,0.00499593312377931,0.0,28.904005573500122,0.006909796558505945,0.0,b'L9',79.0,1.3839896363883675,1.8524620268623089,2.383882124188343,2.833187275582471,2.8374476137634836,0.4684723904739414,0.9998924877999755,1.4491976391941037,1.4534579773751162,0.5314200973260341,0.9807252487201623,0.9849855869011748,0.4493051513941282,0.45356548957514065,0.004260338181012457
94,b'0723-3309',,,1.0,28.995962321175284,0.0019185990881860618,0.0,28.272977738646365,0.0008743586973085112,0.0,,,1.0,27.75240198850493,0.0022368122230192423,0.0,27.025506210376,0.001650173533878934,0.0,26.52336404696363,0.0013145361511518886,0.0,26.402873702185644,,0.0,b'L3',73.0,0.7229845825289196,1.2435603326703557,1.970456110799283,2.4725982742116557,2.59308861898964,0.5205757501414361,1.2474715282703635,1.749613691682736,1.8701040364607202,0.7268957781289274,1.2290379415413,1.3495282863192841,0.5021421634123726,0.6226325081903568,0.12049034477798415
95,b'0724+4307',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.966260027563177,8.709584278886596e-05,0.0,28.40382275265993,0.00011845324752561318,0.0,28.97787344689403,0.00023751408640457837,0.0,b'T6',86.0,,,,,,,,,,,,,-0.437562725096754,-1.0116134193308532,-0.5740506942340993
96,b'0727-7633',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,30.42049102483997,0.014185483854383988,0.0,30.657235761766547,0.02036859232341743,0.0,30.989305696994286,0.04831659700754053,0.0,b'T8',88.0,,,,,,,,,,,,,-0.23674473692657827,-0.5688146721543177,-0.3320699352277394
97,b'0734-4330',,,1.0,27.079033690140868,0.0022257028578540417,0.0,26.002348846231172,0.000753796263342786,0.0,,,1.0,25.51074546429321,0.0016707794661319204,0.0,24.95710003827796,0.0007209172628283551,0.0,24.550210916622042,0.00045783028518621687,0.0,24.5439728293802,0.0009161175544073155,0.0,b'L5',75.0,1.076684843909696,1.5682882258476596,2.121933651862907,2.528822773518826,2.5350608607606695,0.4916033819379635,1.045248807953211,1.4521379296091297,1.4583760168509734,0.5536454260152475,0.9605345476711662,0.9667726349130099,0.40688912165591873,0.41312720889776244,0.006238087241843715
98,b'0737-2526',,,1.0,28.72877267737497,0.0007468651376795366,0.0,27.81587418872929,0.00028442632626610984,0.0,,,1.0,27.290665306007433,0.0009769394335819245,0.0,26.589384565252967,0.0006455703747319476,0.0,26.14267656722191,0.0006229385626356778,0.0,26.04416790332572,0.0008642753786659696,0.0,b'L3',73.0,0.9128984886456806,1.4381073713675363,2.1393881121220026,2.5860961101530613,2.684604774049248,0.5252088827218557,1.226489623476322,1.6731976215073807,1.7717062854035674,0.7012807407544663,1.147988738785525,1.2464974026817117,0.44670799803105865,0.5452166619272454,0.09850866389618673
99,b'0738+0835',,,1.0,29.493889985090327,0.0011088633781028525,0.0,28.54987323853168,0.0004749868196216772,0.0,,,1.0,28.094118460597535,0.0016657261914010452,0.0,27.488014408609654,0.0013452785593737347,0.0,26.95773910478185,0.0013054691694989876,0.0,26.89183459150584,0.001617764744281507,0.0,b'L7',77.0,0.9440167465586455,1.3997715244927917,2.0058755764806726,2.536150880308476,2.602055393584486,0.4557547779341462,1.061858829922027,1.5921341337498305,1.6580386470258404,0.6061040519878809,1.1363793558156843,1.2022838690916942,0.5302753038278034,0.5961798171038133,0.06590451327600988
100,b'0738+5254',,,1.0,31.88205524866359,,0.0,30.217647638966064,0.0007577936296888866,0.0,,,1.0,29.641255468966122,,0.0,28.775124579860545,0.0014354323383527177,0.0,28.07785586449568,0.001267154630925572,0.0,27.8578333218732,0.0018470486347929092,0.0,,,1.6644076096975269,2.2407997796974684,3.106930668803045,3.8041993841679087,4.024221926790389,0.5763921699999415,1.4425230591055183,2.139791774470382,2.3598143170928623,0.8661308891055768,1.5633996044704404,1.7834221470929208,0.6972687153648636,0.917291257987344,0.22002254262248044
101,b'0738+5440',,,1.0,31.856933936656517,0.006988049906618971,0.0,29.88370356203643,0.0008903964686362171,0.0,,,1.0,29.308623171543815,0.0027215775006709728,0.0,28.69438168486921,0.003236826588498463,0.0,29.044430442906236,0.006875054822498768,0.0,29.564885832133566,,0.0,b'T6',86.0,1.973230374620087,2.548310765112703,3.1625522517873073,2.812503493750281,2.2920481045229515,0.5750803904926158,1.1893218771672203,0.8392731191301941,0.3188177299028645,0.6142414866746044,0.26419272863757826,-0.25626266058975133,-0.3500487580370262,-0.8705041472643558,-0.5204553892273296
102,b'0741-6942',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,28.57808030315589,0.018536195009288395,0.0,28.567337002283537,0.01374234753806989,0.0,,,,,,,,,,,,,,,,,0.010743300872352535
103,b'0743+3146',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,28.873332411791516,0.0006828367812260103,0.0,29.299398230381396,0.0008470543104013476,0.0,30.055544249276483,0.0021966266097482486,0.0,b'T8',88.0,,,,,,,,,,,,,-0.4260658185898798,-1.1822118374849673,-0.7561460188950875
104,b'0749-6827',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,28.568917298032748,0.004340470582941914,0.0,29.161273214272164,0.007218643537970514,0.0,29.57710028113878,0.016083714952697843,0.0,b'T8',88.0,,,,,,,,,,,,,-0.5923559162394163,-1.0081829831060318,-0.4158270668666155
105,b'0749-6938',,,1.0,,,1.0,27.011446540657488,,0.0,,,1.0,26.461259348204482,0.006111077304343396,0.0,25.946373420114885,0.003150855321334476,0.0,25.880123389749173,0.002937657315366827,0.0,26.259394654173306,0.005894266705683698,0.0,b'T3',83.0,,,,,,0.5501871924530057,1.0650731205426034,1.1313231509083153,0.7520518864841819,0.5148859280895977,0.5811359584553095,0.20186469403117613,0.06625003036571186,-0.3130212340584215,-0.3792712644241334
106,b'0752+0538',,,1.0,29.677697581290154,0.0016264612356737577,0.0,27.985024783014953,0.00019231517607199355,0.0,,,1.0,27.439115638480274,0.0007338518622062174,0.0,26.894869814009063,0.0007854804782947969,0.0,26.552112576810195,0.0006356898337558711,0.0,26.664969605896474,0.0009250104529112471,0.0,b'L9',79.0,1.6926727982752006,2.23858194280988,2.7828277672810913,3.1255850044799587,3.0127279753936804,0.5459091445346793,1.0901549690058907,1.4329122062047581,1.3200551771184799,0.5442458244712114,0.8870030616700788,0.7741460325838005,0.3427572371988674,0.22990020811258916,-0.11285702908627826
107,b'0755-3259',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.204769191305882,0.0010307385839252244,0.0,26.37526577736324,0.0006711490650002684,0.0,26.002915233367364,0.0008948202276619902,0.0,b'L6',76.0,,,,,,,,,,,,,0.8295034139426427,1.2018539579385177,0.37235054399587497
108,b'0756-0637',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,b'L8',78.0,,,,,,,,,,,,,,,
109,b'0756-6001',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,30.122442929767892,0.012124819208651095,0.0,30.57226596852984,0.015136994782485449,0.0,31.547923615992808,0.10523692498171139,0.0,b'T8',88.0,,,,,,,,,,,,,-0.4498230387619486,-1.4254806862249154,-0.9756576474629668
110,b'0757-4230',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.20445205330862,0.0020278538392281666,0.0,26.683452151419957,0.0011236912845290184,0.0,26.60164493650639,0.0018593673314914495,0.0,b'L7',77.0,,,,,,,,,,,,,0.5209999018886649,0.6028071168022322,0.08180721491356735
111,b'0758+5711',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,29.188531430192715,0.00014407663389627104,0.0,29.524493330764532,0.000161617313401475,0.0,30.40726028120739,0.0005717187657319484,0.0,b'T6',86.0,,,,,,,,,,,,,-0.3359619005718173,-1.2187288510146743,-0.882766950442857
112,b'0758-2326',,,1.0,29.142737356726272,0.001572076682863234,0.0,27.78140146799548,0.00045700445538027375,0.0,,,1.0,27.253027546889925,0.0015460920344497996,0.0,26.66652700710526,0.001543757657227926,0.0,26.42522152659405,0.0017222840388587063,0.0,26.47313242338719,,0.0,b'T1',81.0,1.3613358887307925,1.8897098098363472,2.476210349621013,2.7175158301322213,2.6696049333390803,0.5283739211055547,1.1148744608902206,1.3561799414014288,1.3082690446082879,0.5865005397846659,0.8278060202958741,0.7798951235027332,0.24130548051120826,0.19339458371806728,-0.04791089679314098
113,b'0800-3530',,,1.0,29.613867650585362,0.00281306033900873,0.0,28.661261328213126,0.0011760205330878357,0.0,,,1.0,28.174712822868727,0.0039014253769323773,0.0,27.581003637261922,0.0027691716870524878,0.0,27.19919482480982,0.0030096333939451645,0.0,27.227139180035756,0.0040554281596396425,0.0,b'L4',74.0,0.9526063223722367,1.439154827716635,2.03286401332344,2.4146728257755434,2.386728470549606,0.4865485053443983,1.0802576909512034,1.4620665034033067,1.4341221481773694,0.5937091856068051,0.9755179980589084,0.9475736428329711,0.3818088124521033,0.353864457226166,-0.0279443552259373
114,b'0809+7417B',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,27.38196876926188,2.1995126606353746e-05,0.0,27.085073214907602,1.2624246136764983e-05,0.0,27.070923540183426,1.2702497344042519e-05,0.0,b'L2',72.0,,,,,,,,,,,,,0.29689555435427906,0.3110452290784558,0.01414967472417672
115,b'0809-3720',,,1.0,28.361256866191145,0.0009534170918463009,0.0,27.37425944075433,0.00032460339167654864,0.0,,,1.0,26.882989699983526,0.0010672832393647505,0.0,26.34003403034128,0.0009120305313697188,0.0,25.96602238364134,0.001113005675409572,0.0,26.06156299125216,,0.0,b'L5',75.0,0.9869974254368152,1.478267166207619,2.0212228358498656,2.395234482549803,2.299693874938985,0.49126974077080376,1.0342254104130504,1.4082370571129879,1.3126964495021696,0.5429556696422466,0.9169673163421841,0.8214267087313658,0.3740116466999375,0.2784710390891192,-0.09554060761081828
116,b'0818-7605',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,b'T0',80.0,,,,,,,,,,,,,,,
117,b'0826-6012',,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,,,1.0,b'L7',77.0,,,,,,,,,,,,,,,
