feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
"(1, 7, 8, 9)",[0.44674269 0.42876681 0.45965386 0.40512277 0.32334487],0.4127262014972167,"('SPM_A_Y', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r')",0.06207692197660741,0.048297954273251974,0.024148977136625987
"(1, 6, 7, 8, 11)",[0.40726552 0.36849887 0.43175846 0.37775436 0.31144803],0.3793450469271675,"('SPM_A_Y', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'Power_rate_4')",0.052230571555182084,0.040637159129581324,0.020318579564790662
"(1, 6, 7, 8, 9)",[0.40087356 0.38685832 0.39292045 0.39519976 0.31331083],0.3778325843381419,"('SPM_A_Y', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r')",0.04186447176126901,0.03257198131636685,0.016285990658183425
"(1, 4, 6, 7, 8, 9)",[0.3873633  0.4018431  0.39988033 0.3907339  0.30201793],0.3763677108392273,"('SPM_A_Y', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r')",0.048286651106831655,0.037568655031656614,0.018784327515828307
"(1, 4, 6, 7, 8, 11)",[0.38016824 0.39020463 0.41803562 0.37566247 0.31399711],0.37561361292292683,"('SPM_A_Y', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'Power_rate_4')",0.043887989039054616,0.03414634650461592,0.01707317325230796
"(1, 4, 6, 7, 11)",[0.37288159 0.3933299  0.41735    0.37145064 0.31159108],0.37332064249339736,"('SPM_A_Y', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'Power_rate_4')",0.045088560263800405,0.03508043170517411,0.017540215852587054
"(1, 6, 7, 11)",[0.40054461 0.36516526 0.42439777 0.3613459  0.30683284],0.3716572770180265,"('SPM_A_Y', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'Power_rate_4')",0.05130457892438759,0.039916705403535854,0.019958352701767927
"(0, 1, 3, 7, 8)",[0.40274968 0.36709454 0.39317497 0.40887764 0.28615731],0.37161082726241307,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'Harmonics_phase_4_i', 'delta_period_i')",0.05789848591797674,0.04504698906319373,0.022523494531596862
"(1, 4, 6, 7, 8, 9, 11)",[0.4023409  0.37061252 0.41099363 0.36044816 0.30373076],0.36962519441374597,"('SPM_A_Y', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.04880360874387934,0.03797086563618282,0.01898543281809141
"(0, 1, 4, 7, 8, 11)",[0.38427414 0.34442645 0.42219376 0.38680543 0.3042263 ],0.36838521590978496,"('Harmonics_phase_2_i', 'SPM_A_Y', 'i-z', 'Harmonics_phase_4_i', 'delta_period_i', 'Power_rate_4')",0.051978889893353974,0.04044134224615127,0.020220671123075636
"(0, 1, 4, 7, 8, 9)",[0.40166427 0.36662223 0.39541013 0.40213331 0.27529096],0.36822418257105527,"('Harmonics_phase_2_i', 'SPM_A_Y', 'i-z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r')",0.06203121936713578,0.048262396090401664,0.02413119804520083
"(0, 1, 3, 7, 8, 9)",[0.394454   0.36498364 0.40313126 0.39959916 0.27446664],0.36732693882925,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r')",0.06214178818827176,0.048348422389664455,0.024174211194832228
"(0, 1, 4, 7, 11)",[0.37935366 0.34429654 0.42220188 0.38326231 0.30104113],0.36603110387500043,"('Harmonics_phase_2_i', 'SPM_A_Y', 'i-z', 'Harmonics_phase_4_i', 'Power_rate_4')",0.05244758172750649,0.040806000416262776,0.02040300020813139
"(7, 8, 9)",[0.37224131 0.37981588 0.37849681 0.34855618 0.34841501],0.3655050384112398,"('Harmonics_phase_4_i', 'delta_period_i', 'g-r')",0.018161271325044782,0.014130086094340737,0.007065043047170368
"(1, 6, 7, 8, 9, 11)",[0.39517087 0.35137408 0.41760192 0.35793186 0.30525883],0.36546751309617764,"('SPM_A_Y', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.04971528837867966,0.03868018336508107,0.019340091682540535
"(1, 4, 6, 7, 9, 11)",[0.39329245 0.36856393 0.40691011 0.35228902 0.30195912],0.36460292392917315,"('SPM_A_Y', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Power_rate_4')",0.047065360987575404,0.03661844982727422,0.018309224913637106
"(1, 3, 6, 7, 8)",[0.38141915 0.38050055 0.38453865 0.37954827 0.28976964],0.3631552523498991,"('SPM_A_Y', 'r-i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i')",0.04721010995249161,0.03673106943961997,0.018365534719809985
"(1, 6, 7, 9)",[0.38668297 0.36785997 0.37849111 0.37470432 0.30492452],0.3625325777330087,"('SPM_A_Y', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r')",0.03783708015757648,0.029438533823771772,0.014719266911885886
"(0, 1, 3, 7, 8, 11)",[0.38706732 0.35154613 0.41142679 0.37500295 0.28525759],0.3620601560632,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'Harmonics_phase_4_i', 'delta_period_i', 'Power_rate_4')",0.05524992319958051,0.04298631728711653,0.021493158643558264
"(0, 1, 7, 8, 11)",[0.39314359 0.34258434 0.40938871 0.39183654 0.27136793],0.36166422288587785,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Harmonics_phase_4_i', 'delta_period_i', 'Power_rate_4')",0.06476746123563734,0.05039128522403567,0.025195642612017836
"(0, 1, 4, 7, 8, 9, 11)",[0.38493649 0.33886127 0.41263405 0.38501214 0.28385417],0.36105962502402794,"('Harmonics_phase_2_i', 'SPM_A_Y', 'i-z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.0582144520322124,0.04529282143457002,0.02264641071728501
"(0, 1, 7, 8, 9)",[0.39007785 0.36255999 0.37718172 0.39683637 0.27250439],0.3598320628457363,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r')",0.05810510594717532,0.0452077464655329,0.02260387323276645
"(1, 3, 6, 7, 8, 9)",[0.36550356 0.37172309 0.38887138 0.3828449  0.28927351],0.35964328735131257,"('SPM_A_Y', 'r-i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r')",0.04643002748504595,0.03612413877775091,0.018062069388875456
"(0, 1, 4, 7, 9, 11)",[0.38222214 0.3371445  0.41287175 0.38423651 0.28044435],0.3593838506086634,"('Harmonics_phase_2_i', 'SPM_A_Y', 'i-z', 'Harmonics_phase_4_i', 'g-r', 'Power_rate_4')",0.059530564609483964,0.04631680173274697,0.023158400866373486
"(0, 1, 3, 4, 7, 8)",[0.36301466 0.38175784 0.38360554 0.3908962  0.2751177 ],0.3588783873305332,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'i-z', 'Harmonics_phase_4_i', 'delta_period_i')",0.05511187045117799,0.04287890755871288,0.02143945377935644
"(0, 1, 3, 7)",[0.39173545 0.35327391 0.3749219  0.38676594 0.28226989],0.35779341976953527,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'Harmonics_phase_4_i')",0.0514408129532275,0.040022700106331376,0.020011350053165684
"(1, 3, 7, 8, 10)",[0.37821292 0.37914562 0.37291923 0.35315721 0.30102284],0.3568915632389583,"('SPM_A_Y', 'r-i', 'Harmonics_phase_4_i', 'delta_period_i', 'Harmonics_phase_2_r')",0.03787571471980511,0.029468592825740145,0.014734296412870072
"(1, 6, 7, 9, 11)",[0.38446802 0.3479482  0.41205139 0.33954044 0.30027205],0.3568560173188307,"('SPM_A_Y', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Power_rate_4')",0.04941229086722919,0.03844444100726155,0.019222220503630774
"(0, 1, 7, 11)",[0.38967555 0.33783398 0.41252078 0.37668386 0.26585805],0.3565144453029629,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Harmonics_phase_4_i', 'Power_rate_4')",0.06606624202650932,0.051401780803570864,0.02570089040178543
"(0, 1, 3, 4, 7, 8, 9)",[0.35062799 0.35605986 0.39328392 0.40935788 0.27313724],0.3564933759321878,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'i-z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r')",0.060643497431218704,0.04718270127837202,0.02359135063918601
"(1, 3, 6, 7, 8, 11)",[0.37827764 0.34707545 0.39922789 0.36561043 0.29065732],0.3561697462784629,"('SPM_A_Y', 'r-i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'Power_rate_4')",0.04742174587520044,0.03689572937751799,0.018447864688758996
"(1, 4, 7, 8, 9, 10)",[0.35407762 0.3880461  0.38317032 0.33871446 0.31181432],0.3551645624699642,"('SPM_A_Y', 'i-z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Harmonics_phase_2_r')",0.036428637556337,0.028342717630166065,0.01417135881508303
"(1, 3, 7, 8, 9, 10)",[0.36815245 0.38152124 0.37394641 0.34968419 0.29792366],0.354245589904961,"('SPM_A_Y', 'r-i', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Harmonics_phase_2_r')",0.03863769183318842,0.03006143690704495,0.015030718453522475
"(0, 1, 3, 7, 11)",[0.38493092 0.33718815 0.40768348 0.36006859 0.27755955],0.35348613989741884,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'Harmonics_phase_4_i', 'Power_rate_4')",0.05747974433755255,0.044721193887471936,0.022360596943735964
"(0, 1, 3, 4, 7, 8, 11)",[0.3704704  0.33158357 0.40186717 0.3794309  0.28364066],0.3533985422168008,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'i-z', 'Harmonics_phase_4_i', 'delta_period_i', 'Power_rate_4')",0.053491560715421944,0.04161825153656764,0.02080912576828382
"(0, 1, 7, 8, 9, 11)",[0.38344187 0.34491388 0.40324913 0.37303348 0.25729512],0.3523866956843561,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.06572840048462335,0.051138928606295965,0.025569464303147982
"(0, 1, 4, 7, 9)",[0.38137217 0.35129473 0.36686647 0.39153558 0.2702005 ],0.3522538901642098,"('Harmonics_phase_2_i', 'SPM_A_Y', 'i-z', 'Harmonics_phase_4_i', 'g-r')",0.0555451859849195,0.043216041765244954,0.021608020882622477
"(0, 1, 3, 6, 7, 8, 11)",[0.36305561 0.36714768 0.38519343 0.37300349 0.27139869],0.351959778463854,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'Power_rate_4')",0.05265362543937781,0.040966309424141784,0.020483154712070892
"(0, 1, 3, 7, 9)",[0.38442713 0.34203719 0.38623491 0.37736506 0.26908807],0.35183047186541794,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'Harmonics_phase_4_i', 'g-r')",0.057019528414307054,0.044363130264003146,0.02218156513200157
"(0, 1, 4, 6, 7, 8, 9, 11)",[0.36390076 0.36513339 0.38348765 0.361405   0.27858091],0.3505015416256108,"('Harmonics_phase_2_i', 'SPM_A_Y', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.047305608766991275,0.036805370761737594,0.018402685380868797
"(1, 4, 6, 7, 9)",[0.36134669 0.3698564  0.36593309 0.36596991 0.28906041],0.35043329916481325,"('SPM_A_Y', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r')",0.039592889012461864,0.030804612763990186,0.015402306381995093
"(1, 3, 6, 7, 8, 10, 11)",[0.36237138 0.370932   0.38484892 0.33451154 0.29272695],0.3490781558655786,"('SPM_A_Y', 'r-i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'Harmonics_phase_2_r', 'Power_rate_4')",0.04193080359130516,0.0326235897336649,0.016311794866832447
"(1, 6, 7, 8)",[0.36951125 0.36056672 0.36977277 0.36383188 0.28111803],0.3489601285832192,"('SPM_A_Y', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i')",0.04382803378416485,0.034099699279416876,0.017049849639708434
"(1, 3, 6, 7, 11)",[0.37352967 0.34289482 0.3913344  0.34954278 0.28606547],0.3486734268531941,"('SPM_A_Y', 'r-i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'Power_rate_4')",0.04595412034312744,0.0357538668530676,0.0178769334265338
"(0, 1, 3, 4, 7, 11)",[0.37119691 0.32264217 0.39665437 0.37396616 0.27787937],0.34846779505110825,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'i-z', 'Harmonics_phase_4_i', 'Power_rate_4')",0.054947993836367476,0.04275140598491455,0.021375702992457276
