,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11
CEP,0.24580916809128922,0.06885255255539877,0.015975800135060572,1.8535537262812982,1.7681388607330972,1.7876734568794106,73.9746915265758,57.59599732121474,57.04068296946264,58.013051302135835,506.4215779378955,3323045.1303943726
DSCT,0.5119818007817677,0.00487522015210923,0.025987030995299885,1.6635900348109114,1.643685049860917,1.8056174617386394,71.87859634384813,60.231367194206115,64.8392307280532,65.16604139263215,26.547624586072114,95974216.00339094
EB,0.5457209853312562,2.6820893901085965,0.19078948111888858,1.3712568486125065,2.197325217454185,1.9451377414279405,79.20910805251069,80.11745538133928,81.66652104974699,80.28360167312002,1.9822665806703668,109671.22221447118
RRL,0.32576911125856695,0.25640081408191806,0.0547728487498424,1.0020833218108862,1.929378911382482,1.9415704672262002,74.65442757043476,64.5736682319015,64.30323815945547,67.81020080782018,10.306936748134353,1150580.9081211225
