,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8
CEP,0.24580916809128922,0.3243869174135634,2.3577019716309606,0.009236608463859444,1.596261479593687,1.4586694996273593,1.4671625578673952,506.4215779378955,3547563.08848186
DSCT,0.5119818007817677,0.6250498001200411,0.042192261118001076,0.01212431840079847,0.8970438833837147,1.1370987254123408,1.3660657413878763,26.547624586072114,7874426.3554180395
EB,0.5457209853312562,1.2682067114688564,2.941082375658385,0.16065461440673373,1.1353008087034369,1.1114300500810599,1.2230014528498225,1.9822665806703668,46511.42881250114
RRL,0.32576911125856695,0.2577883915837641,0.3166409418249947,0.03685777993169553,0.30231756447947145,0.3819097857007126,0.44754294634040304,10.306936748134353,79967571.32025793
