,Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Feature_13,Feature_14,Feature_15
CEP,0.3360778997137052,0.3243869174135634,2.3621263782152417,308.6566155763387,2.3577019716309606,0.06885255255539877,0.007461005681311898,1.4586694996273593,1.8772327519384235,1.4671625578673952,19388.284385556315,1587.5213365265272,57.59599732121474,787.6827133591926,506.4215779378955,3323045.1303943726
DSCT,0.6520445220647051,0.6250498001200411,0.042184391051588686,179.25070631824343,0.042192261118001076,0.00487522015210923,0.014217365563800547,1.1370987254123408,1.4881186677289173,1.3660657413878763,458.7604644082061,75.41483273990141,60.231367194206115,38.89911189108332,26.547624586072114,95974216.00339094
EB,0.5878471652454189,1.2682067114688564,2.4939902455971135,23758040.41031443,2.941082375658385,2.6820893901085965,0.10843419418936677,1.1114300500810599,1.2229432360893577,1.2230014528498225,7.795775801213503,11.177683990843168,80.11745538133928,14.624533390989225,1.9822665806703668,109671.22221447118
RRL,0.2826977645960811,0.2577883915837641,0.1494448361472561,126.7202292424515,0.3166409418249947,0.25640081408191806,0.02654035578801443,0.3819097857007126,1.132984926734037,0.44754294634040304,26.6830916689029,17.19714659076259,64.5736682319015,11.540752411011544,10.306936748134353,1150580.9081211225
